brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,price
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,2022,13.3,Graphite Grey,512.0,Others,4.0,Chrome OS,Integrated,433.99
HP,6M0Z7UA#ABA,15.6,Black,512.0,Intel Core i5-1135G7,16.0,Windows 11 Home,Integrated,520.0
LG,17Z90R-K.AAB8U1,17.0,Black,1.0,Intel Core i7,16.0,Windows 11 Home,Integrated,1399.99
Dell,Latitude,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1428.96
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Alienware X15 R2 Laptop,15.6,Lunar Light,512.0,Core i7,16.0,Windows 11 Pro,Dedicated,1749.33
HP,HP Pavilion x360,14.0,Silver,512.0,Core i5,8.0,Windows 11 Home,Integrated,608.0
LG,16Z90R-A.ADB9U1,16.0,Black,2.0,Intel Core i7,32.0,Windows 11 Home,Dedicated,1896.99
ASUS,TUF Gaming F15,15.6,Black,512.0,Core i5,16.0,Windows 11 Home,Dedicated,999.0
Asus,Vivobook,14.0,Grey,256.0,Core i3,8.0,Windows 11,Intel UHD Graphics,357.5
MSI,Pulse GL66,15.6,Black,512.0,Core i7,16.0,Windows 11 Home,Integrated,1465.8
LG,16Z90RS-K.AAW7U1,16.0,White,1.0,Intel Core i7,16.0,Windows 11 Home,Integrated,1799.0
DELL,Inspiron,15.6,Black,1000.0,Intel Core i7,32.0,Windows 11,Integrated,949.99
HP,Chromebook,14.0,Mineral Silver,32.0,Celeron N,4.0,Chrome OS,Integrated,150.0
LG,14Z90RS-K.ADW9U1,14.0,Dynamic White,1.0,Intel Core i7,32.0,Windows 11 Home,Integrated,1796.99
MSI,Pulse 15 B13VGK-1262US,15.6,Black,1.0,Core i7,32.0,Windows 11 Pro,Dedicated,1697.23
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6,Dark Side of the Moon,512.0,AMD Ryzen 7,16.0,Windows 11 Home,Nvidia GeForce RTX 3060,1497.99
ASUS,Vivobook S 14 Flip OLED,14.0,Blue,1.0,Ryzen 7 5800H,16.0,Windows 11 Home,Integrated,1099.99
HP,HP Victus,15.6,Mica Silver,512.0,Ryzen 5,16.0,Windows 11 Home,GeForce RTX 2050,699.0
HP,HP,14.0,Ash Gray,64.0,Celeron,4.0,Chrome OS,Integrated,239.0
Microsoft,Surface Laptop 4,13.5,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1198.99
Lenovo,Vector GP66 12UGS-267,14.0,Black,512.0,Core i5,16.0,Windows 11 Home,Integrated,689.0
Dell,Latitude 7000,13.3,Black,512.0,Core i5,16.0,Windows 11,Iris Xe Graphics,1680.56
Apple,MacBook Pro,13.3,Space Gray,512.0,Core i7,16.0,Mac OS,Integrated,911.0
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,Asus,14.0,Black,64.0,Celeron,4.0,Windows 10,Integrated,129.99
acer,SFX14-51G-71Y1,14.0,Green,512.0,Intel Core i7,16.0,Windows 11 Home,Dedicated,886.37
SAMSUNG,XE530QDA-KB1US,13.3,Mercury Grey,512.0,Core i3,16.0,Chrome OS,Integrated,729.0
HP,Elitebook 840 G3,14.0,Silver,256.0,Athlon,8.0,Windows 10 Pro,Integrated,159.99
HP,HP Pavilion,15.6,Horizon Blue,1.0,AMD Ryzen 7,32.0,Windows 11,AMD Radeon Graphics,732.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,Lenovo Ideapad 3,15.6,Platinum Grey,128.0,Celeron N4000,4.0,Windows 10 Home,Integrated,185.95
acer,CB314-1H-C884,14.0,Blue,64.0,Celeron N,4.0,Chrome OS,Integrated,204.0
acer,A517-52-75N6,17.3,Silver,512.0,Intel Core i7,16.0,Windows,Integrated,699.99
Lenovo,Ideapad 3i,15.6,Gray,512.0,Intel Core i5-1135G7,8.0,Windows 11,Integrated,485.0
Dell,Latitude,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1499.99
ASUS,TP470EA-AS34T,14.0,Indie Black,128.0,Core i3,4.0,Windows 10 S,Integrated,460.48
LG,LG Gram,17.0,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1199.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,Vector GP66 12UGS-267,16.0,Black,1.0,Intel Core i7,16.0,Windows 11 Home,Integrated,849.0
Lenovo,ideapad,14.0,Gray,64.0,Celeron N4020,4.0,Windows 11,Integrated,220.69
acer,AN16-41-R1WE,16.0,Black,512.0,AMD Ryzen 7,16.0,Windows 11 Home,Dedicated,1241.46
Lenovo,ideapad3i-14-i5,14.0,Platinum Gray,512.0,Core i5-10210U,8.0,Windows 11 Home,Integrated,443.0
HP,"2023 Newest HP 14"" Chromebook",14.0,Modern Gray,64.0,Celeron N,4.0,Chrome OS,Integrated,225.0
Panasonic,Panasonic Toughbook,14.0,Silver/Black,1.0,Core i5,16.0,Windows 10,Integrated,655.96
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Inspiron,15.6,Black,1.0,Core i5,32.0,Windows 11 Pro,Integrated,689.65
ASUS,"17.3"" Chromebook",17.3,Transparent Silver,64.0,Pentium Other,4.0,Chrome OS,Integrated,246.0
Lenovo,Slim 7 82VB,16.0,Storm Grey,4.0,Core i7 Family,32.0,Windows 11 Pro,Dedicated,1949.0
HP,EliteBook 655 G9,15.6,Black,512.0,Ryzen 5,16.0,Windows 10 Pro,Radeon Graphics,1137.02
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,CXB170CK,17.3,Silver,64.0,Celeron,4.0,Chrome OS,Integrated,247.36
acer,AN515-58-725A,15.6,Black,512.0,Core i7,16.0,Windows 11 Home,Dedicated,1199.0
acer,Acer Aspire 3,15.6,Blue,512.0,Ryzen 5,8.0,Windows 11 Home,Integrated,450.0
ASUS,S5402ZA-IS74,14.5,Black,512.0,Core i7,12.0,Windows 11 Home,Integrated,689.49
ASUS,Rog Strix Scar G533Z,15.6,Off Black,4.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,2819.0
ASUS,VivoBook S15,15.6,Indie Black,512.0,Intel Core i7-1165G7,16.0,Windows 11,Integrated,901.56
ASUS,VivoBook Pro 16,16.0,Quiet Blue,512.0,Core i9,16.0,Windows 11 Home,Dedicated,1399.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,ASUS Chromebook Flip CX3,14.0,AI Blue,512.0,Intel Core i7,16.0,Chrome OS,Integrated,979.99
ASUS,VivoBook Pro 15,15.6,Blue,512.0,Intel Core i7,16.0,Windows 11 Home,Dedicated,1259.99
SAMSUNG,Galaxy Book Go,14.0,Silver,128.0,Snapdragon,4.0,Windows 11 Home,Integrated,345.0
MSI,Summit E16Flip A13VFT-060US,16.0,Ink Black,2.0,Core i7,32.0,Windows 11 Pro,Dedicated,2198.99
Panasonic,CF-31 MK5,13.1,Silver/Black,240.0,Core i5 5300U,8.0,Windows 10,Integrated,420.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Latitude 5000,14.0,Gray,512.0,Core i7,16.0,Windows 10 Pro,Iris Xe Graphics,1658.99
Toughbook,Panasonic Toughbook,13.1,Silver,256.0,Core i5 7200U,16.0,Windows 10 Pro,Integrated,1550.99
HP,HP ProBook,11.6,Black,128.0,Celeron,4.0,Windows 10 Pro,Integrated,245.0
ASUS,VivoBook Pro 16,16.0,Quiet Blue,1.0,Core i9,16.0,Windows 11 Home,Dedicated,1646.99
Dell,Latitude,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1109.18
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,"Lenovo Ideapad 1 (14"", intel)",14.0,Ice Blue,64.0,Celeron N4020,4.0,Windows 11,Integrated,195.0
HP,1A1L3UA,15.6,Black,1.0,Ryzen 3 3250U,4.0,Windows 10 Home,Integrated,269.0
Dell,Latitude 5530 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1349.99
Dell,Latitude 3000,14.0,Black,256.0,Core i5 Family,8.0,Windows 10 Pro,Iris Xe Graphics,835.85
ASUS,ASUS Chromebook,12.0,Mineral Gray,32.0,MediaTek MT8183,4.0,Chrome OS,Integrated,278.97
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,XPS 15 9520,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Dedicated,1576.57
Dell,Precision 7000,16.0,Black,512.0,Core i7,32.0,Windows 11 Pro,RTX A1000,2549.0
Gigabyte,AORUS 17X AZF-C5US665SP,17.0,Black,2.0,Core i9,32.0,Windows 11 Pro,Dedicated,3499.99
HP,Vector GP66 12UGS-267,14.0,Gold,1000.0,Intel Core i5,32.0,Windows 11,Integrated,729.99
Lenovo,"Lenovo Ideapad Gaming 3i 15""",15.6,Gray,512.0,Core i7,8.0,Windows 11 Home,Dedicated,934.0
acer,Acer 315,15.6,Pure Silver,64.0,1.2GHz Cortex A8 Processor,4.0,Chrome OS,Integrated,129.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,Vector GP66 12UGS-267,13.3,Gray,64.0,Others,4.0,Chrome OS,Integrated,469.99
acer,Nitro 5,17.3,RGB Backlit,2.0,Core i5,32.0,Windows 11 Home,Dedicated,1259.0
ASUS,Rog Strix Scar G533Z,15.6,Off Black,1.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,2299.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Latitude Rugged 5430 Laptop,14.0,Silver,1000.0,Core i5,32.0,Windows 11 Pro,Integrated,2023.03
Corsair,VOYAGER a1600,16.0,Black,2.0,Ryzen 9,32.0,Windows 11 Home,Dedicated,1699.99
Apple,MacBook Air,13.3,Black,256.0,Core i7,8.0,Mac OS,Integrated,1068.99
ASUS,Chromebook C423,14.0,Silver,64.0,Celeron N,4.0,Chrome OS,Integrated,283.55
Panasonic,CF-53 MK4,14.0,Silver/Black,1.0,Core i5 4310M,16.0,Windows 10 Pro,Integrated,658.94
Alienware,Alienware m15 R7,15.6,Black,512.0,Core i7 Family,16.0,Windows 11 Home,Integrated,1599.0
Dell,Precision 5770,17.0,Black,512.0,Core i7 Family,32.0,Windows 11 Pro,Dedicated,2475.0
Apple,MacBook Air,13.0,Gold,512.0,Apple M1,8.0,Mac OS,Integrated,1178.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
ASUS,Vivobook S 16 Flip,16.0,Midnight Black,512.0,Ryzen 5,8.0,Windows 11 Home,Integrated,699.99
SAMSUNG,Galaxy Book Pro,15.6,Silver,512.0,Intel Core i7,16.0,Windows 10,Integrated,1177.42
HP,Laptop 15-ef0021nr,15.6,Natural Silver,256.0,Ryzen 3 3200U,8.0,Windows 10 Home,Integrated,346.9
ASUS,VivoBook Pro 15X OLED,15.6,Black,512.0,Core i7,16.0,Windows 11 Home,Dedicated,1530.63
ASUS,ASUS Chromebook CX9,14.0,Star Black,512.0,Intel Core i7,16.0,Chrome OS,Integrated,1211.99
HP,15-dy2035tg,15.6,Silver,256.0,Core i3,8.0,Windows 10 S,Integrated,423.99
MSI,Pulse 15 B13VFK-1263US,15.6,Black,1.0,Core i7,32.0,Windows 11 Pro,Dedicated,1499.0
acer,SF514-56T-797T,14.0,Green,1.0,Core i7,16.0,Windows 11 Home,Integrated,1406.88
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,ExpertBook B9,14.0,Star Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1829.99
ASUS,VivoBook S15,15.6,Indie Black,512.0,Intel Core i5-1135G7,8.0,Windows 10,Integrated,606.15
MSI,Katana 15 B13VGK-1007US,15.6,Black,1.0,Core i9,32.0,Windows 11 Home,Dedicated,1899.0
Dell,Latitude,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,1038.43
Lenovo,Vector GP66 12UGS-267,16.0,Black,2.0,Intel Core i5,40.0,Windows 11,Integrated,1799.0
Lenovo,Vector GP66 12UGS-267,14.0,Black,512.0,Core i7,8.0,Windows 11 Pro,Integrated,922.55
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Apple,Vector GP66 12UGS-267,15.6,Black,4.0,Core i7,96.0,macOS 10.14 Mojave,Integrated,5299.0
HP,HP Envy,14.0,Black,512.0,Core i5,8.0,Windows 11 Home,Integrated,629.49
Dell,Latitude 5340 Multi-Touch 2-in-1,13.3,Black,512.0,Core i7,32.0,Windows 11 Pro,Integrated,1507.9
Dell,Inspiron,15.6,Black,512.0,Core i5,16.0,Windows 11 Pro,Integrated,649.0
Lenovo,Lenovo Thinkpad,13.0,Blue,512.0,Athlon,4.0,Chrome OS,shared,195.99
ASUS,TUF Dash 15 (2021),15.6,Eclipse Grey,512.0,Core i7,8.0,Windows 10 Home,RTX 3050 Ti,940.47
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
AWOW,VT11,11.6,Blue,256.0,Celeron,6.0,Windows 11,Integrated,308.42
ASUS,Vivobook Pro 16X,16.0,Black,1.0,Core i9,16.0,Windows 11 Home,Dedicated,1799.99
Apple,Vector GP66 12UGS-267,16.2,Black,2.0,Apple M2 Max,64.0,Mac OS,Integrated,4079.99
MSI,Modern 15 B7M-223US,15.6,Classic Black,1.0,Ryzen 7,16.0,Windows 11 Pro,Integrated,799.0
HP,ZBook Firefly 14 G9,14.0,Black,512.0,Core i7,16.0,Windows 11 Pro,Iris Xe Graphics,1681.99
MSI,Raider GE68HX,16.0,Black,1.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1743.0
Dell,PMTF1,16.0,Black,1.0,Core i9,64.0,Windows 11 Pro,Integrated,4762.76
ASUS,Chromebook Detachable CM3,10.5,Mineral Gray,65.0,MediaTek MT8183,4.0,Chrome OS,Integrated,349.95
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
HP,Pavilion,14.0,Blue,256.0,Core i3,8.0,Windows 11 S,Integrated,428.45
SAMSUNG,Wifi,14.0,Silver,32.0,Celeron,8.0,Chrome OS,Integrated,349.99
acer,Acer Chromebook,11.6,Black,512.0,AMD A Series,16.0,Chrome OS,Integrated,139.0
ASUS,Vivobook 15X,15.6,Indie Black,512.0,Ryzen 5,8.0,Windows 11 Home,Integrated,619.99
Dell,Latitude,14.0,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,691.53
Apple,Vector GP66 12UGS-267,13.6,Space Gray,1.0,Core i7,16.0,macOS 10.12 Sierra,Integrated,2778.0
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,Expertbook B9,14.0,Black,2.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,1947.99
HP,14a-ca0022nr,14.0,Mineral Silver,64.0,Pentium N5000,4.0,Chrome OS,Integrated,259.95
Lenovo,20UXS06900,13.3,Black,32.0,Athlon,4.0,Chrome OS,Integrated,245.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Gigabyte,AORUS 15X ASF-D3US754SH,15.6,Black,1.0,Core i9,16.0,Windows 11 Home,Dedicated,2099.99
Lenovo,Lenovo ThinkPad T14,14.0,Black,1.0,Core i7 Family,16.0,Windows 11 Pro,Integrated,1199.99
Lenovo,IdeaPad 3 15ITL6,15.6,Arctic Gray,512.0,Core i5 Family,12.0,Windows 10 Home,Iris Xe Graphics,508.0
Dell,DELL XPS 15 9520,15.6,Platinum Silver,4.0,Core i7,64.0,Windows 11 Pro,Dedicated,2013.5
Microsoft,Surface Pro,12.3,Platinum,256.0,8032,8.0,Windows 10 Home,Integrated,624.99
Dell,DELL XPS 15 9520,15.6,Platinum Silver,1.0,Core i7,32.0,Windows 11 Pro,Dedicated,1689.18
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Latitude 9000,14.0,Titan Gray,512.0,Core i7,16.0,Windows 10 Pro,Iris Xe Graphics,1029.99
HP,Pavilion,14.0,Black,128.0,Ryzen 3 3250U,8.0,Windows 11,Integrated,313.0
ASUS,Vivobook 15,15.6,Indie Black,512.0,Ryzen 5,8.0,Windows 11 Home,Integrated,699.99
Dell,V7620,16.0,Black,512.0,Core i7 Family,16.0,Windows 11 Pro,Dedicated,1161.11
ASUS,ASUS VivoBook 15,15.6,Slate Grey,128.0,Ryzen 5 3500U,8.0,Windows 10 Home,Integrated,548.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,IdeaPad 3 15ITL05,15.6,Platinum Grey,256.0,Core i3 Family,8.0,Windows 11,Integrated,389.0
Lenovo,Lenovo Chromebook Duet,10.1,Ice Blue + Iron Grey,64.0,MediaTek Helio P60T,4.0,Chrome OS,Integrated,349.0
ASUS,Zenbook Pro 17,17.3,Black,512.0,Ryzen 7,8.0,Windows 11 Home,Integrated,999.99
LG,14Z90R-N.APB7U1,14.0,Obsidian Black,1.0,Core i7,16.0,Windows 11 Pro,Integrated,1303.76
Dell,Precision 5000,15.6,Aluminum Titan Gray,512.0,Core i7,32.0,Windows 10 Pro,RTX A2000,2387.94
Dell,Latitude 5000,15.6,Gray,256.0,Core i5,16.0,Windows 10 Pro,Iris Xe Graphics,1169.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Toughbook,CF-33 MK1,12.0,Black,256.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,993.99
Microsoft,Laptop 4 15 R7se/8GB/512GB Platinum,15.0,Platinum,512.0,Ryzen 7,8.0,Windows 10 Home,Integrated,858.98
ASUS,ZenBook S,13.9,Jade Black,1.0,Intel Core i7,1.0,Windows 10 Pro,Intel Iris Xᵉ,1399.9
Lenovo,ThinkPad X1 Carbon Gen 10,14.0,Black,512.0,Core i7,16.0,Windows 11,Iris Xe Graphics,2079.99
MSI,Prestige 13Evo A13M-050US,13.3,Black,1.0,Core i7,32.0,Windows 11 Pro,Integrated,1299.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Lenovo,ThinkPad P16s G1,16.0,Black,1.0,Core i7,32.0,Windows 11 Pro,QN20-M1-R,2349.99
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i9,32.0,Windows 11 Home,Integrated,2929.99
Dell,Latitude 5540 Laptop,15.6,Black,1000.0,Core i5,32.0,Windows 11 Pro,Integrated,930.17
ASUS,ASUS Chromebook,17.3,Black,32.0,Celeron N,4.0,Chrome OS,Integrated,259.99
Dell,Latitude 3000,14.0,Black,256.0,Core i5 Family,8.0,Windows 10 Pro,Iris Xe Graphics,899.0
acer,Vector GP66 12UGS-267,17.3,Black,256.0,Core i7,8.0,Windows 10 Home,Integrated,493.49
MSI,Prestige 16Studio A13VF-039US,16.0,Black,512.0,Core i7,32.0,Windows 11 Pro,RTX 4060,1900.58
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
MSI,Raider GE68HX 13VI-202US,16.0,Black,1.0,Core i9,32.0,Windows 11 Home,Dedicated,3499.0
Dell,Inspiron 16,16.0,Green,1.0,Core I7 12700H,40.0,Windows 11 Home,Integrated,1096.99
Quality Refurbished Computers,Latitude,15.6,Black,120.0,Core i7-620M,8.0,Windows 7 Professional,Integrated,159.0
Lenovo,ThinkPad P1 Gen 5 Mobile Workstation,16.0,Black,512.0,Core i7 Family,32.0,Windows 11 Pro,Dedicated,1799.0
Lenovo,"IdeaPad 3 15""",15.6,Business Black,256.0,Ryzen 3 3250U,4.0,Windows 10 S,Integrated,395.0
Panasonic,CF-54,14.0,Black,512.0,Core i5,16.0,Windows 7 Pro + 10 Pro,Integrated,799.99
Dell,XPS 15 9000,15.6,Black,1.0,Core i7,16.0,Windows 11 Pro,GeForce RTX 4050,2022.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
Dell,Inspiron,15.6,Black,1.0,Ryzen 5,32.0,Windows 11 Home,Integrated,548.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
HP,HP Pavilion,11.6,Dark Ash Silver,128.0,Intel Core M-5Y10 Processor,4.0,Windows 10,Integrated,369.0
HP,Pavilion,17.3,Natural Silver,512.0,Intel Core i5-1135G7,8.0,Windows 11,Integrated,639.99
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Latitude 5440,15.6,Black,512.0,Core i7 Family,16.0,Windows 11 Pro,Integrated,1552.3
Dell,Dell Latitude,14.0,Black,512.0,Core i5 4310U,8.0,Windows 10 Pro,Integrated,350.0
HP,15-eh2085cl,15.6,Black,512.0,Ryzen 7,16.0,Windows 11,Integrated AMD Radeon™ Graphics,675.0
Dell,Latitude 5430,14.0,Black,512.0,AMD Ryzen 7,16.0,Windows 11 Pro,Integrated,595.97
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,16.0,Windows 11,Integrated,849.99
Dell,Rugged 5414,14.1,Black,256.0,Core i5,8.0,Windows 10,Integrated,415.0
Lenovo,Lenovo Ideapad,15.6,Black,256.0,Core i3,4.0,Windows 11,Integrated,299.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
Lenovo,ThinkBook,15.6,Black,512.0,Core i5,16.0,Windows 11 Pro,Iris Xe Graphics,816.33
acer,CB315-4HT-P8PQ,15.6,Silver,64.0,Pentium,8.0,Chrome OS,Integrated,399.99
Dell,Vulcan 17,17.3,Gray,512.0,Intel Core i7,16.0,Windows 10 Home,Dedicated,2199.0
